id,title,context,triplets
Airport-Id176-1,Poaceae ,The 1st runway at Alderney Airport is made from Poaceae which belongs to the division of flowering plants and is of the class Monocotyledon.,<triplet> Poaceae  <subj>  Flowering_plant<obj> division 
Airport-Id176-2,Alderney_Airport ,The 1st runway at Alderney Airport is made from Poaceae which belongs to the class Monocotyledon and belongs to the division of flowering plants.,<triplet> Alderney_Airport  <subj>  Poaceae<obj> 1stRunwaySurfaceType 
Airport-Id176-3,Poaceae ,The surface of the first runway at Alderney Airport is made of poaceae which is part of the monocotyledon class and is a division of flowering plants.,<triplet> Poaceae  <subj>  Monocotyledon<obj> class 
Airport-Id177-1,Poaceae ,"Poaceae, of the Commelinids order, belongs to the division of flowering plants and its the surface of the 1st runway at Alderney airport.",<triplet> Poaceae  <subj>  Flowering_plant<obj> division 
Airport-Id177-2,Alderney_Airport ,The 1st runway at Alderney Airport is made from Poaceae which belongs to the division of flowering plants and belongs to the order of Commelinids.,<triplet> Alderney_Airport  <subj>  Poaceae<obj> 1stRunwaySurfaceType 
Airport-Id177-3,Poaceae ,"The surface of the 1st runway at Alderney airport is poaceae which is of the order Commelinids, a division of flowering plants.",<triplet> Poaceae  <subj>  Commelinids<obj> order 
Airport-Id178-1,Poaceae ,The 1st runway at Alderney Airport is made from Poaceae which belongs to the division of flowering plants and the order poales.,<triplet> Poaceae  <subj>  Flowering_plant<obj> division 
Airport-Id178-2,Alderney_Airport ,Poaceae belongs to the division of flowering plants order of Poales. The Alderney Airport's first runway was made of this substance.,<triplet> Alderney_Airport  <subj>  Poaceae<obj> 1stRunwaySurfaceType 
Airport-Id179-1,Poaceae ,"Poaceae which is of the Poales order belongs to the division of flowering plants, the 2nd runway at Ardmore Airport (New Zealand) is made of Poaceae.",<triplet> Poaceae  <subj>  Flowering_plant<obj> division 
Airport-Id179-2,Ardmore_Airport_(New_Zealand) ,"Poaceae is of the order Poales and in the division of flowering plants. It is the surface type of the second runway of Ardmore Airport, New Zealand.",<triplet> Ardmore_Airport_(New_Zealand)  <subj>  Poaceae<obj> 2ndRunwaySurfaceType 
Airport-Id179-3,Poaceae ,"The 2nd runway at Ardmore Airport (New Zealand) is made of Poaceae, which belongs to the division of flowering plants and the order Poales.",<triplet> Poaceae  <subj>  Poales<obj> order 
Airport-Id180-1,Poaceae ,The 2nd runway at Ardmore Airport (New Zealand) is made of Poaceae which belongs to the division of flowering plants and the order of Commelinids.,<triplet> Poaceae  <subj>  Flowering_plant<obj> division 
Airport-Id180-2,Poaceae ,Poaceae belongs to the order of Commelinids and the division of flowering plants. It is also the surface type of the second runway at Ardmore Airport in New Zealand.,<triplet> Poaceae  <subj>  Commelinids<obj> order 
Airport-Id180-3,Ardmore_Airport_(New_Zealand) ,"Poaceae, a flowering plant, belongs to the order of Commelinids, and is the surface type for the second runway of Ardmore Airport, New Zealand.",<triplet> Ardmore_Airport_(New_Zealand)  <subj>  Poaceae<obj> 2ndRunwaySurfaceType 
Airport-Id181-1,San_Sebastián_de_los_Reyes ,"The Adolfo Suarez Madrid-Barajas airport is located in San Sebastian de los Reyes which is in Madrid, Spain.",<triplet> San_Sebastián_de_los_Reyes  <subj>  Community_of_Madrid<obj> isPartOf 
Airport-Id181-2,Adolfo_Suárez_Madrid–Barajas_Airport ,"San Sebastian de los Reyes, part of the Madrid Community, Spain is host to the Adolfo Suarez Madrid-Barajas airport.",<triplet> Adolfo_Suárez_Madrid–Barajas_Airport  <subj>  San_Sebastián_de_los_Reyes<obj> location 
Airport-Id182-1,San_Sebastián_de_los_Reyes ,The Adolfo Suárez Madrid–Barajas Airport is located in San Sebastián de los Reyes which is led by the People's Party and is part of the community of Madrid.,<triplet> San_Sebastián_de_los_Reyes  <subj>  People's_Party_(Spain)<obj> leaderParty 
Airport-Id182-2,San_Sebastián_de_los_Reyes ,"The People's Party is the lead party of San Sebastian de los Reyes, Spain which is part of the Community of Madrid. The Adolfo Suárez Madrid–Barajas Airport is found there.",<triplet> San_Sebastián_de_los_Reyes  <subj>  Community_of_Madrid<obj> isPartOf 
Airport-Id182-3,Adolfo_Suárez_Madrid–Barajas_Airport ,"The Adolfo Suárez Madrid–Barajas Airport is located in San Sebastián de los Reyes, Madrid, where the People's Party is the leading political organization.",<triplet> Adolfo_Suárez_Madrid–Barajas_Airport  <subj>  San_Sebastián_de_los_Reyes<obj> location 
Airport-Id183-1,"Saranac_Lake,_New_York ","Saranac Lake, New York, part of Harrietstown, New York, United States, is served by Adirondack Regional Airport.","<triplet> Saranac_Lake,_New_York  <subj>  Harrietstown,_New_York<obj> isPartOf "
Airport-Id183-2,Adirondack_Regional_Airport ,"Adirondack Regional Airport serves the city of Saranac Lake, Harrietstown, New York, United States.","<triplet> Adirondack_Regional_Airport  <subj>  Saranac_Lake,_New_York<obj> cityServed "
Airport-Id183-3,"Harrietstown,_New_York ","Adirondack Regional Airport serves the city of Saranac Lake, which is part of Harrietstown, New York, in the United States.","<triplet> Harrietstown,_New_York  <subj>  United_States<obj> isPartOf "
Airport-Id184-1,"Saranac_Lake,_New_York ",Saranac Lake is part of Harrietstown New York and has an airport called Adirondack Regional airport.,"<triplet> Saranac_Lake,_New_York  <subj>  Harrietstown,_New_York<obj> isPartOf "
Airport-Id184-2,"Harrietstown,_New_York ","Adirondack Regional Airport serves the city of Saranac Lake, Harrietstown, New York.","<triplet> Harrietstown,_New_York  <subj>  New_York<obj> isPartOf "
Airport-Id185-1,"Saranac_Lake,_New_York ",Adirondack Regional Airport serves the city of Saranac Lake which like Harrietstown and Essex County is part of new York.,"<triplet> Saranac_Lake,_New_York  <subj>  Harrietstown,_New_York<obj> isPartOf "
Airport-Id185-2,"Saranac_Lake,_New_York ","Saranac Lake, New York, is part of Harrietstown, Essex County, New York and is served by Adirondack Regional Airport.","<triplet> Saranac_Lake,_New_York  <subj>  Essex_County,_New_York<obj> isPartOf "
Airport-Id185-3,Adirondack_Regional_Airport ,"Adirondack Regional Airport serves the city of Saranac Lake, which is part of Harrietstown in Essex County, New York.","<triplet> Adirondack_Regional_Airport  <subj>  Saranac_Lake,_New_York<obj> cityServed "
Airport-Id186-1,"Saranac_Lake,_New_York ","Adirondack Regional Airport is located in Saranac Lake Harrietstown, New York, United States.","<triplet> Saranac_Lake,_New_York  <subj>  Harrietstown,_New_York<obj> isPartOf "
Airport-Id186-2,"Saranac_Lake,_New_York ","Adirondack Regional Airport serves the city of Saranac Lake which is part of Harrietstown, New York, in the United States.","<triplet> Saranac_Lake,_New_York  <subj>  United_States<obj> isPartOf "
Airport-Id186-3,Adirondack_Regional_Airport ,"Adirondack Regional Airport serves the city of Saranac Lake, which is part of Harrietstown, New York, USA.","<triplet> Adirondack_Regional_Airport  <subj>  Saranac_Lake,_New_York<obj> cityServed "
Airport-Id187-1,"Saranac_Lake,_New_York ","Adirondack Regional Airport serves the city of Saranac Lake which is part of Essex County, New York, in the United States.","<triplet> Saranac_Lake,_New_York  <subj>  United_States<obj> isPartOf "
Airport-Id187-2,"Saranac_Lake,_New_York ","Adirondack Regional Airport serves the city of Saranac Lake, Essex County, New York, the United States.","<triplet> Saranac_Lake,_New_York  <subj>  Essex_County,_New_York<obj> isPartOf "
Airport-Id187-3,Adirondack_Regional_Airport ,"Adirondack Regional Airport serves the city of Saranac Lake, New York which is part of Essex County in the U.S.A.","<triplet> Adirondack_Regional_Airport  <subj>  Saranac_Lake,_New_York<obj> cityServed "
Food-Id1-1,Ajoblanco ,"Ajoblanco, also known as ""Ajo blanco"", is made with garlic and comes from Spain.",<triplet> Ajoblanco  <subj>  Spain<obj> country 
Food-Id1-2,Ajoblanco ,Ajoblanco (alternatively known as Ajo blanco) comes from Spain and has garlic as an ingredient.,"<triplet> Ajoblanco  <subj>  ""Ajo blanco""<obj> alternativeName "
Food-Id1-3,Ajoblanco ,"Ajoblanco originates from Spain, is also called ""Ajo blanco"" and has garlic as one of its ingredients.",<triplet> Ajoblanco  <subj>  Garlic<obj> ingredient 
Food-Id2-1,Ajoblanco ,"An ingredient of ajoblanco (alternative name ajo blanco) is olive oil, the dish originates from Spain.",<triplet> Ajoblanco  <subj>  Spain<obj> country 
Food-Id2-2,Ajoblanco ,Ajoblanco (also know as Ajo Blanco) is a dish that originates from the country of Spain and includes the ingredient olive oil.,"<triplet> Ajoblanco  <subj>  ""Ajo blanco""<obj> alternativeName "
Food-Id2-3,Ajoblanco ,Ajoblanco (or Ajo blanco) contains the ingredient of olive oil and originates from Spain.,<triplet> Ajoblanco  <subj>  Olive_oil<obj> ingredient 
Food-Id3-1,Ajoblanco ,Ajo Blanco (sometimes called Ajoblanco) is a dish from Spain that contains water.,<triplet> Ajoblanco  <subj>  Spain<obj> country 
Food-Id3-2,Ajoblanco ,Ajoblanco (or Ajo blanco) is from Spain and contains water.,"<triplet> Ajoblanco  <subj>  ""Ajo blanco""<obj> alternativeName "
Food-Id3-3,Ajoblanco ,Ajoblanco (or Ajo blanco) contains water and is found in Spain.,<triplet> Ajoblanco  <subj>  Water<obj> ingredient 
Food-Id4-1,Ajoblanco ,"Bread is an ingredient of Ajoblanco which is a food found in Andalusia, in Spain.",<triplet> Ajoblanco  <subj>  Spain<obj> country 
Food-Id4-2,Ajoblanco ,"Bread is an ingredient of Ajoblanco, which comes from the Andalusia region, in Spain.",<triplet> Ajoblanco  <subj>  Andalusia<obj> region 
Food-Id4-3,Ajoblanco ,Bread is an ingredient in Ajoblanco which is found in Andalusia and originates from Spain.,<triplet> Ajoblanco  <subj>  Bread<obj> ingredient 
Food-Id5-1,Ajoblanco ,"Garlic is and ingredient of Ajoblanco, a food found in Andalusia, in Spain.",<triplet> Ajoblanco  <subj>  Spain<obj> country 
Food-Id5-2,Ajoblanco ,Ajoblanco is a dish from the Andalusian region of Spain and includes the ingredient garlic.,<triplet> Ajoblanco  <subj>  Andalusia<obj> region 
Food-Id5-3,Ajoblanco ,Ajoblanco originates from Andalusia in Spain and uses garlic as an ingredient.,<triplet> Ajoblanco  <subj>  Garlic<obj> ingredient 
Food-Id6-1,Ajoblanco ,Ajoblanco is made from Olive oil and is found in Andalusia in Spain.,<triplet> Ajoblanco  <subj>  Spain<obj> country 
Food-Id6-2,Ajoblanco ,Ajoblanco is a food containing olive oil from Andalusia in Spain.,<triplet> Ajoblanco  <subj>  Andalusia<obj> region 
Food-Id7-1,Ajoblanco ,"Coming from Spain, is the dish Ajoblanco (alternatively known as Ajo blanco) which has almond as an ingredient.",<triplet> Ajoblanco  <subj>  Almond<obj> ingredient 
Food-Id7-2,Ajoblanco ,"Ajoblanco also known as Ajo blanco originates from the country of Spain, one of its ingredients is almond.",<triplet> Ajoblanco  <subj>  Spain<obj> country 
Food-Id7-3,Ajoblanco ,Almonds are an ingredient in Ajoblanco (alternatively called ajo blanco) from Spain.,"<triplet> Ajoblanco  <subj>  ""Ajo blanco""<obj> alternativeName "
Food-Id8-1,Ajoblanco ,"Almond is one of the ingredients in Ajoblanco which is from the Andalusia region, in the country of Spain.",<triplet> Ajoblanco  <subj>  Almond<obj> ingredient 
Food-Id8-2,Ajoblanco ,"Almond is an ingredient in ajoblanco, which is from Andalusia in Spain.",<triplet> Ajoblanco  <subj>  Spain<obj> country 
Food-Id8-3,Ajoblanco ,"Almond is an ingredient in ajoblanco, that is found in Andalusia, Spain.",<triplet> Ajoblanco  <subj>  Andalusia<obj> region 
Food-Id9-1,Ajoblanco ,Almonds are in the division of flowering plants and part of the Rosaceae family. They are an ingredient in Ajoblanco.,<triplet> Ajoblanco  <subj>  Almond<obj> ingredient 
Food-Id9-2,Almond ,Almond is classed as a flowering plant and is from the rosaceae family. It is an ingredient used in Ajoblanco.,<triplet> Almond  <subj>  Rosaceae<obj> family 
Food-Id9-3,Almond ,"Ajoblanco has almond as one of its ingredients, which is part of the Rosaceae family and in the division of flowering plants.",<triplet> Almond  <subj>  Flowering_plant<obj> division 
Food-Id10-1,Ajoblanco ,"Almond, an ingredient in Ajoblanco, is part of the Rosaceae family and is a member of the Rosales order.",<triplet> Ajoblanco  <subj>  Almond<obj> ingredient 
Food-Id10-2,Almond ,Almonds are part of the Rosaceae family of the Rosales order and are an ingredient in ajoblanco.,<triplet> Almond  <subj>  Rosaceae<obj> family 
Food-Id11-1,Ajoblanco ,"Almond, which is one of the ingredients of Ajoblanco, is part of the Rosaceae family and also part of the order of Rosids.",<triplet> Ajoblanco  <subj>  Almond<obj> ingredient 
Food-Id11-2,Almond ,"Almonds, an ingredient in Ajoblanco, are from the Rosaceae family and from the order Rosids.",<triplet> Almond  <subj>  Rosaceae<obj> family 
Food-Id11-3,Almond ,"Almonds are part of the Rosaceae family, the order of Rosids, and are an ingredient in ajoblanco.",<triplet> Almond  <subj>  Rosids<obj> order 
Food-Id12-1,Ajoblanco ,Almond is part of the order of Rosids and a member of the Rosales order. It is an ingredient of ajoblanco.,<triplet> Ajoblanco  <subj>  Almond<obj> ingredient 
Food-Id12-2,Almond ,Almond is an ingredient of Ajoblanco and are from the order of Rosids and Rosales.,<triplet> Almond  <subj>  Rosales<obj> order 
Food-Id12-3,Almond ,"Almonds are a member of the Rosales, or Rosids order, and are an ingredient of ajoblanco.",<triplet> Almond  <subj>  Rosids<obj> order 
Food-Id13-1,Ajoblanco ,Susana Diaz is the leader of Andalusia (in Spain) where Ajoblanco is from.,<triplet> Ajoblanco  <subj>  Andalusia<obj> region 
Food-Id13-2,Andalusia ,"Originating from Spain, Ajoblanco is a food found in Andalusia, where Susana Diaz is the leader.",<triplet> Andalusia  <subj>  Susana_Díaz<obj> leader 
Food-Id13-3,Ajoblanco ,Ajoblanco is from Andalusia where Susana Diaz is a leader. Ajoblanco is from Spain.,<triplet> Ajoblanco  <subj>  Spain<obj> country 
Food-Id14-1,Amatriciana_sauce ,"Tomatoes, guanciale, cheese, olive oil are the main ingredients of the traditional Italian Amatriciana sauce.",<triplet> Amatriciana_sauce  <subj>  Italy<obj> country 
Food-Id14-2,Amatriciana_sauce ,"Tomatoes, guanciale, cheese, olive oil are the main ingredients of Amatriciana sauce which is found in Italy.",<triplet> Amatriciana_sauce  <subj>  Guanciale<obj> ingredient 
Food-Id14-3,Amatriciana_sauce ,"Amatriciana sauce can be found in Italy and has the ingredients guanciale, tomatoes, cheese and olive oil.","<triplet> Amatriciana_sauce  <subj>  ""Tomatoes, guanciale, cheese, olive oil""<obj> mainIngredient "
Food-Id15-1,Amatriciana_sauce ,"Tomatoes, guanciale, cheese, olive oil are the main ingredients of Amatriciana sauce, which can be found in Italy.",<triplet> Amatriciana_sauce  <subj>  Italy<obj> country 
Food-Id15-2,Amatriciana_sauce ,"Tomatoes, guanciale, cheese, olive oil are the main ingredients of Amatriciana sauce, which is a dish that comes from Italy.",<triplet> Amatriciana_sauce  <subj>  Olive_oil<obj> ingredient 
Food-Id16-1,Amatriciana_sauce ,"Tomatoes, guanciale, cheese and olive oil are the main ingredients of the Italian Amatriciana sauce as well as pecorino romano.",<triplet> Amatriciana_sauce  <subj>  Italy<obj> country 
Food-Id16-2,Amatriciana_sauce ,"Tomatoes, guanciale, cheese, olive oil and pecorino Romano are ingredients of traditional Italian Amatriciana sauce.",<triplet> Amatriciana_sauce  <subj>  Pecorino_Romano<obj> ingredient 
Food-Id16-3,Amatriciana_sauce ,"Amatriciana sauce which comes from Italy is made from tomatoes, guanciale, cheese, olive oil and Pecorino Romano.","<triplet> Amatriciana_sauce  <subj>  ""Tomatoes, guanciale, cheese, olive oil""<obj> mainIngredient "
Food-Id17-1,Amatriciana_sauce ,"Amatriciana sauce can be found in Italy and is made from tomatoes, guanciale, cheese and olive oil.",<triplet> Amatriciana_sauce  <subj>  Italy<obj> country 
Food-Id17-2,Amatriciana_sauce ,"Amatriciana sauce is from Italy and is made from tomatoes, guanciale, cheese and olive oil.",<triplet> Amatriciana_sauce  <subj>  Tomato<obj> ingredient 
Food-Id17-3,Amatriciana_sauce ,"Tomatoes, guanciale, cheese, olive oil are the main ingredients of an Amatriciana sauce from Italy.","<triplet> Amatriciana_sauce  <subj>  ""Tomatoes, guanciale, cheese, olive oil""<obj> mainIngredient "
Food-Id18-1,Amatriciana_sauce ,"Amatriciana sauce is a traditional Italian sauce, from Italy, where the language is Italian, and the leader is Pietro Grasso.",<triplet> Amatriciana_sauce  <subj>  Italy<obj> country 
Food-Id18-2,Italy ,"Pietro Grasso leads Italy, a country where Italian is the spoken language. Amatriciana sauce is a traditional Italian sauce.",<triplet> Italy  <subj>  Italian_language<obj> language 
Food-Id18-3,Italy ,Amatriciana sauce comes from Italy where Pietro Grasso is leader and the Italian language is spoken.,<triplet> Italy  <subj>  Pietro_Grasso<obj> leader 
Food-Id19-1,Amatriciana_sauce ,Amatriciana is a traditional Italian sauce from Lazio containing Olive oil.,<triplet> Amatriciana_sauce  <subj>  Lazio<obj> region 
Food-Id19-2,Amatriciana_sauce ,"Olive oil is an ingredient of Amatriciana sauce, which comes from the Lazio region of Italy.",<triplet> Amatriciana_sauce  <subj>  Italy<obj> country 
Food-Id19-3,Amatriciana_sauce ,"Amatriciana sauce is from the Lazio region, Italy, and olive oil is one of its ingredients.",<triplet> Amatriciana_sauce  <subj>  Olive_oil<obj> ingredient 
Food-Id20-1,Amatriciana_sauce ,"Pecorino Romano is an ingredient of Amatriciana sauce which comes from the Lazio region, in Italy.",<triplet> Amatriciana_sauce  <subj>  Lazio<obj> region 
Food-Id20-2,Amatriciana_sauce ,"Amatriciana, a sauce from Lazio, Italy, contains pecorino romano.",<triplet> Amatriciana_sauce  <subj>  Italy<obj> country 
Food-Id20-3,Amatriciana_sauce ,Amatriciana is a traditional Italian sauce from the Lazio region. One of the ingredients used is pecorino romano.,<triplet> Amatriciana_sauce  <subj>  Pecorino_Romano<obj> ingredient 
Food-Id21-1,Amatriciana_sauce ,Tomato is an ingredient of Amatriciana sauce which comes from the Lazio region of Italy.,<triplet> Amatriciana_sauce  <subj>  Lazio<obj> region 
Food-Id21-2,Amatriciana_sauce ,"Amatriciana sauce is a traditional Italian sauce, from the Lazio region and Tomato is one of its ingredients.",<triplet> Amatriciana_sauce  <subj>  Italy<obj> country 
Food-Id21-3,Amatriciana_sauce ,"Amatriciana is a sauce from Lazio, can be found in Italy and has tomato as an ingredient.",<triplet> Amatriciana_sauce  <subj>  Tomato<obj> ingredient 
Food-Id22-1,Antioquia_Department ,Avocado is one of the ingredients in the dish Bandeja paisa which is found in the Antioquia Department. The Antioquia Department can be found in the country of Colombia.,<triplet> Antioquia_Department  <subj>  Colombia<obj> country 
Food-Id22-2,Bandeja_paisa ,Avocado is one of the ingredients in the dish Bandeja paisa which originates from the Antioquia department of Colombia.,<triplet> Bandeja_paisa  <subj>  Avocado<obj> ingredient 
Food-Id22-3,Bandeja_paisa ,Avocado is one of the ingredients in the dish Bandeja paisa is found in the Antioquia Department of Colombia.,<triplet> Bandeja_paisa  <subj>  Antioquia_Department<obj> region 
Food-Id23-1,Antioquia_Department ,Bandeja paisa containing Chicharron is from the Antioquia Department in Colombia.,<triplet> Antioquia_Department  <subj>  Colombia<obj> country 
Food-Id23-2,Bandeja_paisa ,"Bandeja paisa, containing the ingredient Chicharron, comes from the Antioquia Department region of Colombia.",<triplet> Bandeja_paisa  <subj>  Chicharrón<obj> ingredient 
Food-Id23-3,Bandeja_paisa ,Bandeja paisa is from the Antioquia Department of Colombia and contains the ingredient Chicharron.,<triplet> Bandeja_paisa  <subj>  Antioquia_Department<obj> region 
Food-Id24-1,Antioquia_Department ,"Chorizo is an ingredient in Bandeja paisa, a dish from the Antioquia Department region, in Colombia.",<triplet> Antioquia_Department  <subj>  Colombia<obj> country 
Food-Id24-2,Bandeja_paisa ,"Chorizo is an ingredient in Bandeja paisa which is found in the Antioquia Department, that can can be found in the country of Colombia.",<triplet> Bandeja_paisa  <subj>  Chorizo<obj> ingredient 
Food-Id24-3,Bandeja_paisa ,Chorizo is an ingredient in Bandeja paisa which originates from the Antioquia department of Colombia.,<triplet> Bandeja_paisa  <subj>  Antioquia_Department<obj> region 
Food-Id25-1,Arem-arem ,"Arem-arem is a food found nationwide in Indonesia, but is more specific to Java, and it uses the banana leaf as an ingredient.",<triplet> Arem-arem  <subj>  Indonesia<obj> country 
Food-Id25-2,Arem-arem ,"Arem-arem, which contains banana leaf, is served nationwide in Indonesia, but is more specific to Java.",<triplet> Arem-arem  <subj>  Banana_leaf<obj> ingredient 
Food-Id26-1,Arem-arem ,The Javanese cuisine dish of arem-arem has banana leaf in it and can be found in Indonesia.,<triplet> Arem-arem  <subj>  Indonesia<obj> country 
Food-Id26-2,Arem-arem ,The Javanese cuisine dish of arem-arem originates from Indonesia and has the banana leaf as one its ingredients.,<triplet> Arem-arem  <subj>  Banana_leaf<obj> ingredient 
Food-Id26-3,Arem-arem ,Arem arem is a dish containing banana leaf. It comes from Javanese cuisine and originates from Indonesia.,<triplet> Arem-arem  <subj>  Javanese_cuisine<obj> region 
Food-Id27-1,Arem-arem ,Joko Widodo is the leader of Indonesia where the currency is the Indonesian rupiah and Arem-arem is a traditional dish.,<triplet> Arem-arem  <subj>  Indonesia<obj> country 
Food-Id27-2,Indonesia ,Arem-arem is a dish served in Indonesia. The leader of this country is Joko Widodo and the currency used is the Indonesian Rupiah.,<triplet> Indonesia  <subj>  Joko_Widodo<obj> leader 
Food-Id27-3,Indonesia ,Arem arem originates from the country of Indonesia where the currency is the Indonesian Rupiah and the leader is Joko Widodo.,<triplet> Indonesia  <subj>  Indonesian_rupiah<obj> currency 
Food-Id28-1,Arem-arem ,Arem arem originates from the country of Indonesia where Joko Widodo is the leader and Indonesian is the language.,<triplet> Arem-arem  <subj>  Indonesia<obj> country 
Food-Id28-2,Indonesia ,"Arem-arem is a food found in Indonesia, which leader is Joko Widodo and the language is indonesian.",<triplet> Indonesia  <subj>  Joko_Widodo<obj> leader 
Food-Id29-1,Arem-arem ,"Arem-arem is a dish of Javanese cuisine, originating from the country of Indonesia, one of whose leaders is Jusuf Kalla.",<triplet> Arem-arem  <subj>  Indonesia<obj> country 
Food-Id29-2,Indonesia ,The Javanese cuisine dish arem-arem is found in Indonesia where Jusuf Kalla is a leader.,<triplet> Indonesia  <subj>  Jusuf_Kalla<obj> leader 
Food-Id29-3,Arem-arem ,Jusuf Kalla is the leader of Indonesia where they serve the Javanese dish of Arem-arem.,<triplet> Arem-arem  <subj>  Javanese_cuisine<obj> region 
Food-Id30-1,Arem-arem ,"Arem-arem is a food found in Indonesia, where the currency is Indonesian rupiah and Jusuf Kalla is a leader.",<triplet> Arem-arem  <subj>  Indonesia<obj> country 
Food-Id30-2,Indonesia ,"Arem-arem is a food found in Indonesia, where Jusuf Kalla is the leader, and the currency used is the Indonesian rupiah.",<triplet> Indonesia  <subj>  Jusuf_Kalla<obj> leader 
Food-Id30-3,Indonesia ,"The country of Indonesia commonly serves Arem-arem, its leader is Jusuf Kalla and the currency is the Indonesian rupiah.",<triplet> Indonesia  <subj>  Indonesian_rupiah<obj> currency 
Food-Id31-1,Arem-arem ,"In Indonesia; Jusuf Kalla is the leader, Indonesian is the language, and Arem-arem is commonly served.",<triplet> Arem-arem  <subj>  Indonesia<obj> country 
Food-Id31-2,Indonesia ,Indonesian is the language of Indonesia where Jusuf Kalla is the leader and arem-arem is a dish.,<triplet> Indonesia  <subj>  Jusuf_Kalla<obj> leader 
Food-Id31-3,Indonesia ,Arem-arem is a dish commonly served in Indonesia where the spoken language is Indonesian and Jusuf Kalla is a leader.,<triplet> Indonesia  <subj>  Indonesian_language<obj> language 
Food-Id32-1,Arem-arem ,Found nationwide bit more specific to Java is the dish Arem-arem. The main ingredients of which are; compressed rice cooked in banana leaf with vegetables or minced meat fillings.,<triplet> Arem-arem  <subj>  Banana_leaf<obj> ingredient 
Food-Id32-2,Arem-arem ,The main ingredients in arem-arem are compressed rice cooked in banana leaf with vegetables or minced meat fillings. The dish is popular in Indonesia but more specific to the Java region.,"<triplet> Arem-arem  <subj>  ""compressed rice cooked in banana leaf with vegetables or minced meat fillings""<obj> mainIngredient "
Food-Id33-1,Arem-arem ,"From Indonesia, Arem arem's main ingredients are, compressed rice cooked in banana leaf with vegetables or minced meat fillings.",<triplet> Arem-arem  <subj>  Indonesia<obj> region 
Food-Id33-2,Arem-arem ,"The main ingredients of Arem-arem, which comes from Indonesia, are compressed rice cooked in banana leaf with vegetables or minced meat fillings.",<triplet> Arem-arem  <subj>  Banana_leaf<obj> ingredient 
Food-Id33-3,Arem-arem ,The Indonesian dish Arem arem contains compressed rice in a banana leaf with vegetables or minced beef.,"<triplet> Arem-arem  <subj>  ""compressed rice cooked in banana leaf with vegetables or minced meat fillings""<obj> mainIngredient "
Food-Id34-1,Arrabbiata_sauce ,"Arrabbiata sauce is from Italy, where the capital is Rome and Italian is the language.",<triplet> Arrabbiata_sauce  <subj>  Italy<obj> country 
Food-Id34-2,Italy ,Arrabbiata sauce can be found in Italy which has the capital city of Rome and uses the Italian language.,<triplet> Italy  <subj>  Rome<obj> capital 
Food-Id34-3,Italy ,"Italy is home to the Italian language, the capital Rome and Arrabbiata sauce.",<triplet> Italy  <subj>  Italian_language<obj> language 
Food-Id35-1,Arrabbiata_sauce ,Arrabbiata sauce is from Italy where Sergio Mattarella is the leader and the capital is Rome.,<triplet> Arrabbiata_sauce  <subj>  Italy<obj> country 
Food-Id35-2,Italy ,"Arrabbiata sauce can be found in Italy, which leader is Sergio Mattarella and the capital is Rome.",<triplet> Italy  <subj>  Rome<obj> capital 
Food-Id36-1,Arrabbiata_sauce ,The sauce called arrabbiata can be found in Italy where Pietro Grasso is the leader and Rome is the capital city.,<triplet> Arrabbiata_sauce  <subj>  Italy<obj> country 
Food-Id36-2,Italy ,Arrabbiata sauce comes from Italy where the leader is Pietro Grasso and Rome is the capital city.,<triplet> Italy  <subj>  Pietro_Grasso<obj> leader 
Food-Id36-3,Italy ,Arrabbiata sauce is from Italy which has the capital city of Rome and is led by Pietro Grasso.,<triplet> Italy  <subj>  Rome<obj> capital 
Food-Id37-1,Arrabbiata_sauce ,"Arrabbiata sauce is from Italy, where the language is Italian and Pietro Grasso is the leader.",<triplet> Arrabbiata_sauce  <subj>  Italy<obj> country 
Food-Id37-2,Italy ,Arrabbiata sauce can be found in Italy where Pietro Grasso is the leader and the Italian language is spoken.,<triplet> Italy  <subj>  Pietro_Grasso<obj> leader 
Food-Id37-3,Italy ,Arrabbiata sauce can be found in Italy where the language is Italian and Pietro Grasso is a leader.,<triplet> Italy  <subj>  Italian_language<obj> language 
Food-Id38-1,Arrabbiata_sauce ,Chili pepper is a main ingredient of Arrabbiata sauce from Italy. Oregano can also be added.,<triplet> Arrabbiata_sauce  <subj>  Oregano<obj> dishVariation 
Food-Id38-2,Arrabbiata_sauce ,"Arrabbiata sauce, which can be found in Italy, has chilli pepper and oregano as some of the ingredients.",<triplet> Arrabbiata_sauce  <subj>  Chili_pepper<obj> ingredient 
Food-Id38-3,Arrabbiata_sauce ,"Arrabbiata sauce can be found in Italy, some of its ingredients are oregano and chilli pepper.",<triplet> Arrabbiata_sauce  <subj>  Italy<obj> country 
Food-Id39-1,Arrabbiata_sauce ,"Garlic is an ingredient in Arrabbiata sauce (found in Italy), which can also have oregano added to it.",<triplet> Arrabbiata_sauce  <subj>  Oregano<obj> dishVariation 
Food-Id39-2,Arrabbiata_sauce ,"Arrabbiata sauce, which is made with oregano and garlic, is from Italy.",<triplet> Arrabbiata_sauce  <subj>  Garlic<obj> ingredient 
Food-Id39-3,Arrabbiata_sauce ,"The Italian sauce arrabbiata has garlic in it, oregano can also be added.",<triplet> Arrabbiata_sauce  <subj>  Italy<obj> country 
Food-Id40-1,Arrabbiata_sauce ,"Tomato, from the family of Solanaceae and the order of Solanales, is a key ingredient in an Arrabbiata sauce.",<triplet> Arrabbiata_sauce  <subj>  Tomato<obj> ingredient 
